"","Year","State","type","production","Measures","Avg","Chemical","Materials","Value"
"171",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",0.317
"172",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (PYRIMETHANIL = 288201)",0.883
"173",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (QUINOLINE = 55459)",0.264
"174",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (SULFUR = 77501)",26.646
"175",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TETRACONAZOLE = 120603)",0.058
"176",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",1.041
"177",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIRAM = 79801)",5.064
"178",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",0.235
"179",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",0.55
"180",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (CARFENTRAZONE-ETHYL = 128712)",0.074
"181",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (FLUMIOXAZIN = 129034)",0.217
"182",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (OXYFLUORFEN = 111601)",0.428
"183",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  HERBICIDE"," (PENDIMETHALIN = 108501)",1.84
"184",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",0.04
"185",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ACEQUINOCYL = 6329)",0.47
"186",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",0.182
"187",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (AZADIRACHTIN = 121701)",0.091
"188",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",0.978
"189",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",0.346
"190",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",0.119
"191",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CYANTRANILIPROLE = 90098)",0.222
"192",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CYFLUMETOFEN = 138831)",0.299
"193",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ETOXAZOLE = 107091)",0.581
"194",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FENPROPATHRIN = 127901)",0.531
"195",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FENPYROXIMATE = 129131)",0.128
"196",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FLONICAMID = 128016)",0.161
"197",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",0.399
"198",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",0.269
"199",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (IMIDACLOPRID = 129099)",0.793
"200",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (MALATHION = 57701)",5.571
"201",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",0.245
"202",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NALED = 34401)",1.665
"203",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NEEM OIL = 25006)",0.334
"204",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",7.924
"205",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",0.192
"206",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)",0.884
"207",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (PYRETHRINS = 69001)",0.074
"208",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (PYRIPROXYFEN = 129032)",0.074
"209",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",0.108
"210",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPINOSAD = 110003)",0.113
"211",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPIROMESIFEN = 24875)",0.307
"212",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SULFOXAFLOR = 5210)",0.137
"213",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",0.164
"214",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (CHLOROPICRIN = 81501)",345.893
"215",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (DICHLOROPROPENE = 29001)",125.71
"216",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (FLUTRIAFOL = 128940)",0.188
"217",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (IRON PHOSPHATE = 34903)",0.235
"218",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (METAM-POTASSIUM = 39002)",244.72
"219",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (METAM-SODIUM = 39003)",303.425
"220",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",0.231
"221",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (NITROGEN)",58
"222",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (PHOSPHATE)",86
"223",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (POTASH)",75
"224",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (SULFUR)",16
"225",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",2.2
"226",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",1.2
"227",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BACILLUS SUBTILIS = 6479)",1.5
"228",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BLAD = 30006)",1.1
"229",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BORAX DECAHYDRATE = 11102)",2.3
"230",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BOSCALID = 128008)",1.5
"231",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (BT SUBSP KURSTAKI EVB-113-19 = 6544)",2.6
"232",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",6
"233",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CYFLUFENAMID = 555550)",1.5
"234",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",2.4
"235",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (DIFENOCONAZOLE = 128847)",2.2
"236",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FENHEXAMID = 90209)",1.9
"237",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",2.4
"238",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUOPYRAM = 80302)",2
"239",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",2.2
"240",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FOSETYL-AL = 123301)",4.5
"241",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (MEFENOXAM = 113502)",2.5
"242",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",2.6
"243",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",2.1
"244",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",2.1
"245",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (POTASSIUM BICARBON. = 73508)",1.2
"246",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (PROPICONAZOLE = 122101)",1.6
"247",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",1.9
"248",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (PYRIMETHANIL = 288201)",1.7
"249",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (QUINOLINE = 55459)",2.7
"250",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (SULFUR = 77501)",7.3
"251",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (TETRACONAZOLE = 120603)",1.5
"252",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",1.6
"253",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (THIRAM = 79801)",2.3
"254",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",2.1
"255",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",2.4
"256",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  HERBICIDE"," (CARFENTRAZONE-ETHYL = 128712)",3
"257",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  HERBICIDE"," (FLUMIOXAZIN = 129034)",2.4
"258",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  HERBICIDE"," (OXYFLUORFEN = 111601)",1.4
"259",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  HERBICIDE"," (PENDIMETHALIN = 108501)",1.5
"260",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",2.2
"261",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ACEQUINOCYL = 6329)",1.6
"262",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",1.4
"263",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (AZADIRACHTIN = 121701)",2.7
"264",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",2
"265",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",3.2
"266",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)",1.5
"267",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)",1.6
"268",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BT KURSTAKI SA-11 = 6519)",1.3
"269",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BT SUB AIZAWAI GC-91 = 6426)",1.6
"270",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",1.7
"271",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",1.8
"272",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",1.3
"273",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (CYANTRANILIPROLE = 90098)",2
"274",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (CYFLUMETOFEN = 138831)",1.7
"275",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ETOXAZOLE = 107091)",4.3
"276",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (FENPROPATHRIN = 127901)",1.9
"277",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (FENPYROXIMATE = 129131)",1.2
"278",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (FLONICAMID = 128016)",1.9
"279",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",2.5
"280",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",1.5
"281",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (IMIDACLOPRID = 129099)",1.5
"282",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (MALATHION = 57701)",2.8
"283",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",1.4
"284",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (NALED = 34401)",1.8
"285",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (NEEM OIL = 25006)",3.5
"286",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",1.5
"287",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",3.2
"288",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)",1.8
"289",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (PYRETHRINS = 69001)",1.7
"290",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (PYRIPROXYFEN = 129032)",1.1
"291",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",1.6
"292",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (SPINOSAD = 110003)",1.2
"293",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (SPIROMESIFEN = 24875)",1.3
"294",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (SULFOXAFLOR = 5210)",2
"295",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",2.7
"296",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (CHLOROPICRIN = 81501)",1.4
"297",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (DICHLOROPROPENE = 29001)",1.5
"298",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (FLUTRIAFOL = 128940)",1.7
"299",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (IRON PHOSPHATE = 34903)",1.5
"300",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (METAM-POTASSIUM = 39002)",1.1
"301",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (METAM-SODIUM = 39003)",1.3
"302",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",1.2
"303",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (NITROGEN)",9.9
"304",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (PHOSPHATE)",11.3
"305",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (POTASH)",14.3
"306",2019,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (SULFUR)",8.2
"307",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",34
"308",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",26
"309",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BACILLUS SUBTILIS = 6479)",8
"310",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BLAD = 30006)",6
"311",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BORAX DECAHYDRATE = 11102)",18
"312",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BOSCALID = 128008)",34
"313",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (BT SUBSP KURSTAKI EVB-113-19 = 6544)",7
"314",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",76
"315",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (CYFLUFENAMID = 555550)",30
"316",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",61
"317",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (DIFENOCONAZOLE = 128847)",10
"318",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FENHEXAMID = 90209)",36
"319",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",61
"320",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FLUOPYRAM = 80302)",48
"321",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",30
"322",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FOSETYL-AL = 123301)",5
"323",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (MEFENOXAM = 113502)",21
"324",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",56
"325",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",31
"326",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",26
"327",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (POTASSIUM BICARBON. = 73508)",11
"328",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (PROPICONAZOLE = 122101)",25
"329",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",65
"330",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (PYRIMETHANIL = 288201)",29
"331",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (QUINOLINE = 55459)",51
"332",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (SULFUR = 77501)",72
"333",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (TETRACONAZOLE = 120603)",30
"334",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",9
"335",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (THIRAM = 79801)",50
"336",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",50
